,Avg Run Size,,,,,,,
GR,22000,,,,,,,
LocNis,630,,,,,,,
Chum,27000,,,,,,,
,,,,,,,,
Week,Dates,Day,GR,GR_per,LocNis,LocNis_per,Chum,Chum_per
37,11-Sep,255,145.9718264,0.006635083,5.391551535,0.008558018,#N/A,#N/A
37,12-Sep,256,145.9718264,0.006635083,5.391551535,0.008558018,#N/A,#N/A
37,13-Sep,257,145.9718264,0.006635083,5.391551535,0.008558018,#N/A,#N/A
37,14-Sep,258,145.9718264,0.006635083,5.391551535,0.008558018,#N/A,#N/A
37,15-Sep,259,145.9718264,0.006635083,5.391551535,0.008558018,#N/A,#N/A
37,16-Sep,260,145.9718264,0.006635083,5.391551535,0.008558018,#N/A,#N/A
38,17-Sep,261,0,0,0,0,#N/A,#N/A
38,18-Sep,262,0,0,0,0,#N/A,#N/A
38,19-Sep,263,0,0,0,0,#N/A,#N/A
38,20-Sep,264,0,0,0,0,#N/A,#N/A
38,21-Sep,265,0,0,0,0,#N/A,#N/A
38,22-Sep,266,0,0,0,0,#N/A,#N/A
38,23-Sep,267,0,0,0,0,#N/A,#N/A
39,24-Sep,268,0,0,0,0,#N/A,#N/A
39,25-Sep,269,0,0,0,0,#N/A,#N/A
39,26-Sep,270,0,0,0,0,#N/A,#N/A
39,27-Sep,271,0,0,0,0,#N/A,#N/A
39,28-Sep,272,0,0,0,0,#N/A,#N/A
39,29-Sep,273,0,0,0,0,#N/A,#N/A
39,30-Sep,274,0,0,0,0,#N/A,#N/A
40,1-Oct,275,194.4259116,0.008837541,5.501329893,0.00873227,#N/A,#N/A
40,2-Oct,276,194.4259116,0.008837541,5.501329893,0.00873227,#N/A,#N/A
40,3-Oct,277,194.4259116,0.008837541,5.501329893,0.00873227,#N/A,#N/A
40,4-Oct,278,194.4259116,0.008837541,5.501329893,0.00873227,#N/A,#N/A
40,5-Oct,279,194.4259116,0.008837541,5.501329893,0.00873227,#N/A,#N/A
40,6-Oct,280,194.4259116,0.008837541,5.501329893,0.00873227,#N/A,#N/A
40,7-Oct,281,194.4259116,0.008837541,5.501329893,0.00873227,#N/A,#N/A
41,8-Oct,282,21.29903627,0.000968138,0.958943015,0.001522132,#N/A,#N/A
41,9-Oct,283,21.29903627,0.000968138,0.958943015,0.001522132,#N/A,#N/A
41,10-Oct,284,21.29903627,0.000968138,0.958943015,0.001522132,#N/A,#N/A
41,11-Oct,285,21.29903627,0.000968138,0.958943015,0.001522132,#N/A,#N/A
41,12-Oct,286,21.29903627,0.000968138,0.958943015,0.001522132,#N/A,#N/A
41,13-Oct,287,21.29903627,0.000968138,0.958943015,0.001522132,#N/A,#N/A
41,14-Oct,288,21.29903627,0.000968138,0.958943015,0.001522132,#N/A,#N/A
42,15-Oct,289,2.94021164,0.000133646,0.280505952,0.000445248,#N/A,#N/A
42,16-Oct,290,2.94021164,0.000133646,0.280505952,0.000445248,#N/A,#N/A
42,17-Oct,291,2.94021164,0.000133646,0.280505952,0.000445248,#N/A,#N/A
42,18-Oct,292,2.94021164,0.000133646,0.280505952,0.000445248,#N/A,#N/A
42,19-Oct,293,2.94021164,0.000133646,0.280505952,0.000445248,#N/A,#N/A
42,20-Oct,294,2.94021164,0.000133646,0.280505952,0.000445248,#N/A,#N/A
42,21-Oct,295,2.94021164,0.000133646,0.280505952,0.000445248,#N/A,#N/A
43,22-Oct,296,0.357142857,1.62338E-05,0.096891534,0.000153796,#N/A,#N/A
43,23-Oct,297,0.357142857,1.62338E-05,0.096891534,0.000153796,#N/A,#N/A
43,24-Oct,298,0.357142857,1.62338E-05,0.096891534,0.000153796,#N/A,#N/A
43,25-Oct,299,0.357142857,1.62338E-05,0.096891534,0.000153796,#N/A,#N/A
43,26-Oct,300,0.357142857,1.62338E-05,0.096891534,0.000153796,#N/A,#N/A
43,27-Oct,301,0.357142857,1.62338E-05,0.096891534,0.000153796,#N/A,#N/A
43,28-Oct,302,0.357142857,1.62338E-05,0.096891534,0.000153796,#N/A,#N/A
44,29-Oct,303,0.020408163,9.27644E-07,0.163265306,0.000259151,#N/A,#N/A
44,30-Oct,304,0.020408163,9.27644E-07,0.163265306,0.000259151,#N/A,#N/A
44,31-Oct,305,0.020408163,9.27644E-07,0.163265306,0.000259151,#N/A,#N/A
44,1-Nov,306,0.020408163,9.27644E-07,0.163265306,0.000259151,#N/A,#N/A
44,2-Nov,307,0.020408163,9.27644E-07,0.163265306,0.000259151,#N/A,#N/A
44,3-Nov,308,0.020408163,9.27644E-07,0.163265306,0.000259151,#N/A,#N/A
44,4-Nov,309,0.020408163,9.27644E-07,0.163265306,0.000259151,#N/A,#N/A
45,5-Nov,310,0.06122449,2.78293E-06,0.081632653,0.000129576,#N/A,#N/A
45,6-Nov,311,0.06122449,2.78293E-06,0.081632653,0.000129576,#N/A,#N/A
45,7-Nov,312,0.06122449,2.78293E-06,0.081632653,0.000129576,#N/A,#N/A
45,8-Nov,313,0.06122449,2.78293E-06,0.081632653,0.000129576,#N/A,#N/A
45,9-Nov,314,0.06122449,2.78293E-06,0.081632653,0.000129576,#N/A,#N/A
45,10-Nov,315,0.06122449,2.78293E-06,0.081632653,0.000129576,#N/A,#N/A
45,11-Nov,316,0.06122449,2.78293E-06,0.081632653,0.000129576,#N/A,#N/A
46,12-Nov,317,0,0,0.027210884,4.31919E-05,#N/A,#N/A
46,13-Nov,318,0,0,0.027210884,4.31919E-05,57,0.002111111
46,14-Nov,319,0,0,0.027210884,4.31919E-05,24.5,0.000907407
46,15-Nov,320,0,0,0.027210884,4.31919E-05,79,0.002925926
46,16-Nov,321,0,0,0.027210884,4.31919E-05,86,0.003185185
46,17-Nov,322,0,0,0.027210884,4.31919E-05,50,0.001851852
46,18-Nov,323,0,0,0.027210884,4.31919E-05,58.75,0.002175926
47,19-Nov,324,0,0,0,0,135,0.005
47,20-Nov,325,0,0,0,0,93,0.003444444
47,21-Nov,326,0,0,0,0,229,0.008481481
47,22-Nov,327,0,0,0,0,633,0.023444444
47,23-Nov,328,0,0,0,0,299,0.011074074
47,24-Nov,329,0,0,0,0,205,0.007592593
47,25-Nov,330,0,0,0,0,195.3333333,0.007234568
48,26-Nov,331,0,0,0,0,197,0.007296296
48,27-Nov,332,0,0,0,0,#N/A,#N/A
48,28-Nov,333,0,0,0,0,269,0.009962963
48,29-Nov,334,0,0,0,0,329.5,0.012203704
48,30-Nov,335,0,0,0,0,388.3333333,0.014382716
48,1-Dec,336,0,0,0,0,353,0.013074074
48,2-Dec,337,0,0,0,0,235,0.008703704
49,3-Dec,338,0,0,0,0,693,0.025666667
49,4-Dec,339,0,0,0,0,#N/A,#N/A
49,5-Dec,340,0,0,0,0,515,0.019074074
49,6-Dec,341,0,0,0,0,708.5,0.026240741
49,7-Dec,342,0,0,0,0,135.6666667,0.005024691
49,8-Dec,343,0,0,0,0,310.6666667,0.011506173
49,9-Dec,344,0,0,0,0,708.5,0.026240741
50,10-Dec,345,0,0,0,0,180,0.006666667
50,11-Dec,346,0,0,0,0,#N/A,#N/A
50,12-Dec,347,0,0,0,0,#N/A,#N/A
50,13-Dec,348,0,0,0,0,711,0.026333333
50,14-Dec,349,0,0,0,0,1147,0.042481481
50,15-Dec,350,0,0,0,0,463.5,0.017166667
50,16-Dec,351,0,0,0,0,447.3333333,0.016567901
51,17-Dec,352,0,0,0,0,622,0.023037037
51,18-Dec,353,0,0,0,0,617,0.022851852
51,19-Dec,354,0,0,0,0,447.5,0.016574074
51,20-Dec,355,0,0,0,0,739.6666667,0.027395062
51,21-Dec,356,0,0,0,0,1044.333333,0.038679012
51,22-Dec,357,0,0,0,0,758,0.028074074
51,23-Dec,358,0,0,0,0,561,0.020777778
52,24-Dec,359,0,0,0,0,408,0.015111111
52,25-Dec,360,0,0,0,0,305,0.011296296
52,26-Dec,361,0,0,0,0,158,0.005851852
52,27-Dec,362,0,0,0,0,235,0.008703704
52,28-Dec,363,0,0,0,0,155,0.005740741
52,29-Dec,364,0,0,0,0,#N/A,#N/A
52,30-Dec,365,0,0,0,0,249,0.009222222
53,31-Dec,366,0,0,0,0,117,0.004333333
,1-Jan,367,0,0,0,0,247,0.009148148
,2-Jan,368,0,0,0,0,157,0.005814815
,3-Jan,369,0,0,0,0,#N/A,#N/A
,4-Jan,370,0,0,0,0,#N/A,#N/A
,5-Jan,371,0,0,0,0,#N/A,#N/A
,6-Jan,372,0,0,0,0,115,0.004259259
,7-Jan,373,0,0,0,0,177,0.006555556
,8-Jan,374,0,0,0,0,137,0.005074074
,9-Jan,375,0,0,0,0,86,0.003185185
,10-Jan,376,0,0,0,0,#N/A,#N/A
,11-Jan,377,0,0,0,0,#N/A,#N/A
,12-Jan,378,0,0,0,0,#N/A,#N/A
,13-Jan,379,0,0,0,0,64,0.00237037
,14-Jan,380,0,0,0,0,18,0.000666667
,15-Jan,381,0,0,0,0,34,0.001259259
,16-Jan,382,0,0,0,0,22,0.000814815
,17-Jan,383,0,0,0,0,#N/A,#N/A
,18-Jan,384,0,0,0,0,#N/A,#N/A
,19-Jan,385,0,0,0,0,#N/A,#N/A
,20-Jan,386,0,0,0,0,#N/A,#N/A
,21-Jan,387,0,0,0,0,#N/A,#N/A
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
